COD UF;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;CÓDIGO IBGE 
32;Cachoeiro de Itapemirim;212172;3201209
32;Cariacica;386495;3201308
32;Castelo;37956;3201407
32;Colatina;124283;3201506
32;Conceição da Barra;31479;3201605
32;Conceição do Castelo;12887;3201704
32;Divino de São Lourenço;4236;3201803
32;Domingos Martins;34120;3201902
32;Dores do Rio Preto;6793;3202009
32;Ecoporanga;22748;3202108
32;Fundão;22379;3202207
32;Governador Lindenberg;13047;3202256
32;Guaçuí;31372;3202306
32;Guarapari;128504;3202405
32;Ibatiba;26762;3202454
32;Ibiraçu;12701;3202504
32;Ibitirama;8830;3202553
32;Iconha;14083;3202603
32;Irupi;13672;3202652
32;Itaguaçu;13982;3202702
32;Itapemirim;34957;3202801
32;Itarana;10433;3202900
32;Iúna;29417;3203007
32;Jaguaré;31589;3203056
32;Jerônimo Monteiro;12336;3203106
32;João Neiva;16774;3203130
32;Laranja da Terra;10919;3203163
32;Linhares;179755;3203205
32;Mantenópolis;15653;3203304
32;Marataízes;39259;3203320
32;Marechal Floriano;17141;3203346
32;Marilândia;13091;3203353
32;Mimoso do Sul;26079;3203403
32;Montanha;18954;3203502
32;Mucurici;5468;3203601
32;Muniz Freire;17176;3203700
32;Muqui;15602;3203809
32;Nova Venécia;50751;3203908
32;Pancas;23426;3204005
32;Pedro Canário;26575;3204054
32;Pinheiros;27601;3204104
32;Piúma;22388;3204203
32;Ponto Belo;8016;3204252
32;Presidente Kennedy;11741;3204302
32;Rio Bananal;19398;3204351
32;Rio Novo do Sul;11630;3204401
32;Santa Leopoldina;12171;3204500
32;Santa Maria de Jetibá;41588;3204559
32;Santa Teresa;23853;3204609
32;São Domingos do Norte;8735;3204658
32;São Gabriel da Palha;39085;3204708
32;São José do Calçado;10536;3204807
32;São Mateus;134629;3204906
32;São Roque do Canaã;12602;3204955
32;Serra;536765;3205002
32;Sooretama;31278;3205010
32;Vargem Alta;21778;3205036
32;Venda Nova do Imigrante;26204;3205069
32;Viana;80735;3205101
32;Vila Pavão;9280;3205150
32;Vila Valério;14065;3205176
32;Vila Velha;508655;3205200
32;Vitória;369534;3205309
33;Angra dos Reis;210171;3300100
33;Aperibé;12036;3300159
33;Araruama;136109;3300209
33;Areal;12763;3300225
33;Armação dos Búzios;35060;3300233
33;Arraial do Cabo;30827;3300258
33;Barra do Piraí;101139;3300308
33;Barra Mansa;185237;3300407
33;Belford Roxo;515239;3300456
33;Bom Jardim;27779;3300506
33;Bom Jesus do Itabapoana;37306;3300605
33;Cabo Frio;234077;3300704
33;Cachoeiras de Macacu;59652;3300803
33;Cambuci;15521;3300902
33;Campos dos Goytacazes;514643;3301009
33;Cantagalo;20163;3301108
33;Carapebus;16859;3300936
33;Cardoso Moreira;12818;3301157
33;Carmo;19161;3301207
33;Casimiro de Abreu;45864;3301306
33;Comendador Levy Gasparian;8590;3300951
33;Conceição de Macabu;23561;3301405
33;Cordeiro;22152;3301504
33;Duas Barras;11563;3301603
33;Duque de Caxias;929449;3301702
33;Engenheiro Paulo de Frontin;14138;3301801
33;Guapimirim;62225;3301850
33;Iguaba Grande;29344;3301876
33;Itaboraí;244416;3301900
33;Itaguaí;136547;3302007
33;Italva;15387;3302056
33;Itaocara;23211;3302106
33;Itaperuna;104354;3302205
33;Itatiaia;32312;3302254
33;Japeri;106296;3302270
33;Laje do Muriaé;7298;3302304
33;Macaé;266136;3302403
33;Macuco;5646;3302452
33;Magé;247741;3302502
33;Mangaratiba;45941;3302601
33;Maricá;167668;3302700
33;Mendes;18681;3302809
33;Mesquita;177016;3302858
33;Miguel Pereira;25622;3302908
33;Miracema;27134;3303005
33;Natividade;15305;3303104
33;Nilópolis;162893;3303203
33;Niterói;516981;3303302
33;Nova Friburgo;191664;3303401
33;Nova Iguaçu;825388;3303500
33;Paracambi;53093;3303609
33;Paraíba do Sul;44741;3303708
33;Paraty;44175;3303807
33;Paty do Alferes;27942;3303856
33;Petrópolis;307144;3303906
33;Pinheiral;25563;3303955
33;Piraí;29802;3304003
33;Porciúncula;19068;3304102
33;Porto Real;20254;3304110
33;Quatis;14562;3304128
33;Queimados;152311;3304144
33;Quissamã;25535;3304151
33;Resende;133244;3304201
33;Rio Bonito;60930;3304300
33;Rio Claro;18677;3304409
33;Rio das Flores;9401;3304508
33;Rio das Ostras;159529;3304524
33;Rio de Janeiro;6775561;3304557
33;Santa Maria Madalena;10380;3304607
33;Santo Antônio de Pádua;42705;3304706
33;São Fidélis;38749;3304805
33;São Francisco de Itabapoana;42214;3304755
33;São Gonçalo;1098357;3304904
33;São João da Barra;36731;3305000
33;São João de Meriti;473385;3305109
33;São José de Ubá;7240;3305133
33;São José do Vale do Rio Preto;22032;3305158
33;São Pedro da Aldeia;107556;3305208
33;São Sebastião do Alto;9416;3305307
33;Sapucaia;18270;3305406
33;Saquarema;91938;3305505
33;Seropédica;83841;3305554
33;Silva Jardim;21775;3305604
33;Sumidouro;15709;3305703
33;Tanguá;34898;3305752
33;Teresópolis;185820;3305802
33;Trajano de Moraes;10653;3305901
33;Três Rios;82468;3306008
33;Valença;77202;3306107
33;Varre-Sai;11208;3306156
33;Vassouras;37262;3306206
33;Volta Redonda;274925;3306305
35;Adamantina;35153;3500105
35;Adolfo;3545;3500204
35;Aguaí;36981;3500303
35;Águas da Prata;8262;3500402
35;Águas de Lindóia;18908;3500501
35;Águas de Santa Bárbara;6142;3500550
35;Águas de São Pedro;3588;3500600
35;Agudos;37582;3500709
35;Alambari;6231;3500758
35;Alfredo Marcondes;4201;3500808
35;Altair;4211;3500907
35;Altinópolis;16221;3501004
35;Alto Alegre;4078;3501103
35;Alumínio;18903;3501152
35;Álvares Florence;3616;3501202
35;Álvares Machado;25078;3501301
35;Álvaro de Carvalho;5320;3501400
35;Alvinlândia;3251;3501509
35;Americana;244370;3501608
35;Américo Brasiliense;41545;3501707
35;Américo de Campos;5993;3501806
35;Amparo;73145;3501905
35;Analândia;5115;3502002
35;Andradina;57245;3502101
35;Angatuba;25724;3502200
35;Anhembi;6911;3502309
35;Anhumas;4172;3502408
35;Aparecida;36211;3502507
35;Aparecida d'Oeste;4122;3502606
35;Apiaí;24081;3502705
35;Araçariguama;23343;3502754
35;Araçatuba;199210;3502804
35;Araçoiaba da Serra;35389;3502903
35;Aramina;5689;3503000
35;Arandu;6373;3503109
35;Arapeí;2452;3503158
35;Araraquara;240542;3503208
35;Araras;136739;3503307
35;Arco-Íris;1755;3503356
35;Arealva;8665;3503406
35;Areias;3906;3503505
35;Areiópolis;11186;3503604
35;Ariranha;9851;3503703
35;Artur Nogueira;56247;3503802
35;Arujá;92453;3503901
35;Aspásia;1815;3503950
35;Assis;105768;3504008
35;Atibaia;145378;3504107
35;Auriflama;15316;3504206
35;Avaí;5467;3504305
35;Avanhandava;14063;3504404
35;Avaré;91792;3504503
35;Bady Bassitt;18013;3504602
35;Balbinos;6127;3504701
35;Bálsamo;9209;3504800
35;Bananal;11039;3504909
35;Barão de Antonina;3525;3505005
35;Barbosa;7532;3505104
35;Bariri;35844;3505203
35;Barra Bonita;36125;3505302
35;Barra do Chapéu;5794;3505351
35;Barra do Turvo;7606;3505401
35;Barretos;123546;3505500
35;Barrinha;33537;3505609
35;Barueri;279704;3505708
35;Bastos;20952;3505807
35;Batatais;63438;3505906
35;Bauru;381706;3506003
35;Bebedouro;77612;3506102
35;Bento de Abreu;3028;3506201
35;Bernardino de Campos;11168;3506300
35;Bertioga;66154;3506359
35;Bilac;8197;3506409
35;Birigui;126094;3506508
35;Biritiba Mirim;33265;3506607
35;Boa Esperança do Sul;15111;3506706
35;Bocaina;12571;3506805
35;Bofete;12107;3506904
35;Boituva;63310;3507001
35;Bom Jesus dos Perdões;26506;3507100
35;Bom Sucesso de Itararé;4013;3507159
35;Borá;839;3507209
35;Boracéia;4913;3507308
35;Borborema;16278;3507407
35;Borebi;2713;3507456
35;Botucatu;149718;3507506
35;Bragança Paulista;172346;3507605
35;Braúna;5795;3507704
35;Brejo Alegre;2911;3507753
35;Brodowski;25605;3507803
35;Brotas;24862;3507902
35;Buri;20050;3508009
35;Buritama;17414;3508108
35;Buritizal;4547;3508207
35;Cabrália Paulista;4222;3508306
35;Cabreúva;51130;3508405
35;Caçapava;95752;3508504
35;Cachoeira Paulista;33827;3508603
35;Caconde;19031;3508702
35;Cafelândia;17917;3508801
35;Caiabu;4195;3508900
35;Caieiras;104044;3509007
35;Caiuá;6017;3509106
35;Cajamar;79034;3509205
35;Cajati;28441;3509254
35;Cajobi;10649;3509304
35;Cajuru;26613;3509403
35;Campina do Monte Alegre;6088;3509452
35;Campinas;1223237;3509502
35;Campo Limpo Paulista;86407;3509601
35;Campos do Jordão;52713;3509700
35;Campos Novos Paulista;5028;3509809
35;Cananéia;12542;3509908
35;Canas;5268;3509957
35;Cândido Mota;31410;3510005
35;Cândido Rodrigues;2805;3510104
35;Canitar;5365;3510153
35;Capão Bonito;47098;3510203
35;Capela do Alto;21257;3510302
35;Capivari;56973;3510401
35;Caraguatatuba;125194;3510500
35;Carapicuíba;405375;3510609
35;Cardoso;12371;3510708
35;Casa Branca;30655;3510807
35;Cássia dos Coqueiros;2488;3510906
35;Castilho;21521;3511003
35;Catanduva;123114;3511102
35;Catiguá;7905;3511201
35;Cedral;9452;3511300
35;Cerqueira César;20391;3511409
35;Cerquilho;50631;3511508
35;Cesário Lange;18595;3511607
35;Charqueada;17539;3511706
35;Chavantes;12418;3557204
35;Clementina;8894;3511904
35;Colina;18601;3512001
35;Colômbia;6223;3512100
35;Conchal;28491;3512209
35;Conchas;18138;3512308
35;Cordeirópolis;25116;3512407
35;Coroados;6197;3512506
35;Coronel Macedo;4591;3512605
35;Corumbataí;4072;3512704
35;Cosmópolis;74662;3512803
35;Cosmorama;7289;3512902
35;Cotia;257882;3513009
35;Cravinhos;35858;3513108
35;Cristais Paulista;8803;3513207
35;Cruzália;2021;3513306
35;Cruzeiro;82895;3513405
35;Cubatão;132521;3513504
35;Cunha;21373;3513603
35;Descalvado;34097;3513702
35;Diadema;429550;3513801
35;Dirce Reis;1805;3513850
35;Divinolândia;11027;3513900
35;Dobrada;9088;3514007
35;Dois Córregos;27704;3514106
35;Dolcinópolis;2108;3514205
35;Dourado;8883;3514304
35;Dracena;47287;3514403
35;Duartina;12421;3514502
35;Dumont;10174;3514601
35;Echaporã;6026;3514700
35;Eldorado;15592;3514809
35;Elias Fausto;18095;3514908
35;Elisiário;3742;3514924
35;Embaúba;2446;3514957
35;Embu das Artes;279264;3515004
35;Embu-Guaçu;70402;3515103
35;Emilianópolis;3238;3515129
35;Engenheiro Coelho;21712;3515152
35;Espírito Santo do Pinhal;44607;3515186
35;Espírito Santo do Turvo;4926;3515194
35;Estiva Gerbi;11507;3557303
35;Estrela d'Oeste;8420;3515301
35;Estrela do Norte;2774;3515202
35;Euclides da Cunha Paulista;9280;3515350
35;Fartura;16102;3515400
35;Fernando Prestes;5805;3515608
35;Fernandópolis;69680;3515509
35;Fernão;1739;3515657
35;Ferraz de Vasconcelos;198661;3515707
35;Flora Rica;1397;3515806
35;Floreal;2884;3515905
35;Flórida Paulista;14936;3516002
35;Florínea;2631;3516101
35;Franca;358539;3516200
35;Francisco Morato;179372;3516309
35;Franco da Rocha;158438;3516408
35;Gabriel Monteiro;2776;3516507
35;Gália;6419;3516606
35;Garça;44429;3516705
35;Gastão Vidigal;4911;3516804
35;Gavião Peixoto;4841;3516853
35;General Salgado;10855;3516903
35;Getulina;11485;3517000
35;Glicério;4842;3517109
35;Guaiçara;12416;3517208
35;Guaimbê;5806;3517307
35;Guaíra;41283;3517406
35;Guapiaçu;22087;3517505
35;Guapiara;16896;3517604
35;Guará;21394;3517703
35;Guaraçaí;8258;3517802
35;Guaraci;11382;3517901
35;Guarani d'Oeste;1996;3518008
35;Guarantã;6685;3518107
35;Guararapes;33257;3518206
35;Guararema;30465;3518305
35;Guaratinguetá;123192;3518404
35;Guareí;19244;3518503
35;Guariba;40857;3518602
35;Guarujá;324977;3518701
35;Guarulhos;1404694;3518800
35;Guatapará;7760;3518859
35;Guzolândia;5346;3518909
35;Herculândia;9649;3519006
35;Holambra;15605;3519055
35;Hortolândia;237570;3519071
35;Iacanga;12002;3519105
35;Iacri;6269;3519204
35;Iaras;9786;3519253
35;Ibaté;35830;3519303
35;Ibirá;12639;3519402
35;Ibirarema;7926;3519501
35;Ibitinga;61150;3519600
35;Ibiúna;80062;3519709
35;Icém;8363;3519808
35;Iepê;8228;3519907
35;Igaraçu do Tietê;24821;3520004
35;Igarapava;30791;3520103
35;Igaratá;9631;3520202
35;Iguape;31117;3520301
35;Ilha Comprida;11552;3520426
35;Ilha Solteira;26886;3520442
35;Ilhabela;36194;3520400
35;Indaiatuba;260690;3520509
35;Indiana;4873;3520608
35;Indiaporã;3876;3520707
35;Inúbia Paulista;4045;3520806
35;Ipaussu;15165;3520905
35;Iperó;38771;3521002
35;Ipeúna;7824;3521101
35;Ipiguá;5557;3521150
35;Iporanga;4180;3521200
35;Ipuã;16794;3521309
35;Iracemápolis;24982;3521408
35;Irapuã;8101;3521507
35;Irapuru;8356;3521606
35;Itaberá;17405;3521705
35;Itaí;27632;3521804
35;Itajobi;15331;3521903
35;Itaju;3937;3522000
35;Itanhaém;104351;3522109
35;Itaoca;3332;3522158
35;Itapecerica da Serra;179574;3522208
35;Itapetininga;167106;3522307
35;Itapeva;95241;3522406
35;Itapevi;244131;3522505
35;Itapira;75683;3522604
35;Itapirapuã Paulista;4294;3522653
35;Itápolis;43536;3522703
35;Itaporanga;15197;3522802
35;Itapuí;14297;3522901
35;Itapura;4994;3523008
35;Itaquaquecetuba;379082;3523107
35;Itararé;50778;3523206
35;Itariri;17754;3523305
35;Itatiba;124254;3523404
35;Itatinga;21139;3523503
35;Itirapina;18610;3523602
35;Itirapuã;6587;3523701
35;Itobi;7862;3523800
35;Itu;177150;3523909
35;Itupeva;64330;3524006
35;Ituverava;42259;3524105
35;Jaborandi;6963;3524204
35;Jaboticabal;78029;3524303
35;Jacareí;237119;3524402
35;Jaci;7322;3524501
35;Jacupiranga;17911;3524600
35;Jaguariúna;59921;3524709
35;Jales;49291;3524808
35;Jambeiro;6828;3524907
35;Jandira;127734;3525003
35;Jardinópolis;45544;3525102
35;Jarinu;31173;3525201
35;Jaú;153463;3525300
35;Jeriquara;3143;3525409
35;Joanópolis;13453;3525508
35;João Ramalho;4577;3525607
35;José Bonifácio;37707;3525706
35;Júlio Mesquita;4824;3525805
35;Jumirim;3467;3525854
35;Jundiaí;426935;3525904
35;Junqueirópolis;20978;3526001
35;Juquiá;18627;3526100
35;Juquitiba;31844;3526209
35;Lagoinha;4882;3526308
35;Laranjal Paulista;29047;3526407
35;Lavínia;12581;3526506
35;Lavrinhas;7361;3526605
35;Leme;105273;3526704
35;Lençóis Paulista;69533;3526803
35;Limeira;310783;3526902
35;Lindóia;8201;3527009
35;Lins;78978;3527108
35;Lorena;89532;3527207
35;Lourdes;2311;3527256
35;Louveira;51007;3527306
35;Lucélia;22022;3527405
35;Lucianópolis;2412;3527504
35;Luís Antônio;15628;3527603
35;Luiziânia;5918;3527702
35;Lupércio;4608;3527801
35;Lutécia;2623;3527900
35;Macatuba;17263;3528007
35;Macaubal;8174;3528106
35;Macedônia;3686;3528205
35;Magda;3086;3528304
35;Mairinque;47723;3528403
35;Mairiporã;103645;3528502
35;Manduri;9972;3528601
35;Marabá Paulista;6039;3528700
35;Maracaí;14069;3528809
35;Marapoama;3097;3528858
35;Mariápolis;4098;3528908
35;Marília;242249;3529005
35;Marinópolis;2101;3529104
35;Martinópolis;26791;3529203
35;Matão;84069;3529302
35;Mauá;481725;3529401
35;Mendonça;5638;3529500
35;Meridiano;3813;3529609
35;Mesópolis;1903;3529658
35;Miguelópolis;22480;3529708
35;Mineiros do Tietê;13023;3529807
35;Mira Estrela;3125;3530003
35;Miracatu;19511;3529906
35;Mirandópolis;29844;3530102
35;Mirante do Paranapanema;18415;3530201
35;Mirassol;60768;3530300
35;Mirassolândia;4966;3530409
35;Mococa;69072;3530508
35;Mogi das Cruzes;455587;3530607
35;Mogi Guaçu;154146;3530706
35;Mogi Mirim;94098;3530805
35;Mombuca;3523;3530904
35;Monções;2274;3531001
35;Mongaguá;58567;3531100
35;Monte Alegre do Sul;8181;3531209
35;Monte Alto;51039;3531308
35;Monte Aprazível;25651;3531407
35;Monte Azul Paulista;18928;3531506
35;Monte Castelo;4166;3531605
35;Monte Mor;61707;3531803
35;Monteiro Lobato;4739;3531704
35;Morro Agudo;33598;3531902
35;Morungaba;13936;3532009
35;Motuca;4831;3532058
35;Murutinga do Sul;4525;3532108
35;Nantes;3215;3532157
35;Narandiba;4950;3532207
35;Natividade da Serra;6624;3532306
35;Nazaré Paulista;18866;3532405
35;Neves Paulista;8917;3532504
35;Nhandeara;11575;3532603
35;Nipoã;5381;3532702
35;Nova Aliança;7161;3532801
35;Nova Campina;9962;3532827
35;Nova Canaã Paulista;1824;3532843
35;Nova Castilho;1290;3532868
35;Nova Europa;11519;3532900
35;Nova Granada;21871;3533007
35;Nova Guataporanga;2333;3533106
35;Nova Independência;4135;3533205
35;Nova Luzitânia;4217;3533304
35;Nova Odessa;61716;3533403
35;Novais;6057;3533254
35;Novo Horizonte;41765;3533502
35;Nuporanga;7522;3533601
35;Ocauçu;4294;3533700
35;Óleo;2447;3533809
35;Olímpia;55477;3533908
35;Onda Verde;4462;3534005
35;Oriente;6569;3534104
35;Orindiúva;7318;3534203
35;Orlândia;44682;3534302
35;Osasco;701428;3534401
35;Oscar Bressane;2603;3534500
35;Osvaldo Cruz;33118;3534609
35;Ourinhos;115139;3534708
35;Ouro Verde;8676;3534807
35;Ouroeste;10712;3534757
35;Pacaembu;14326;3534906
35;Palestina;13285;3535002
35;Palmares Paulista;13691;3535101
35;Palmeira d'Oeste;9173;3535200
35;Palmital;22322;3535309
35;Panorama;15944;3535408
35;Paraguaçu Paulista;46180;3535507
35;Paraibuna;18302;3535606
35;Paraíso;6536;3535705
35;Paranapanema;20588;3535804
35;Paranapuã;4112;3535903
35;Parapuã;10934;3536000
35;Pardinho;6579;3536109
35;Pariquera-Açu;19797;3536208
35;Parisi;2177;3536257
35;Patrocínio Paulista;14941;3536307
35;Paulicéia;7540;3536406
35;Paulínia;114508;3536505
35;Paulistânia;1835;3536570
35;Paulo de Faria;8973;3536604
35;Pederneiras;47523;3536703
35;Pedra Bela;6127;3536802
35;Pedranópolis;2468;3536901
35;Pedregulho;16876;3537008
35;Pedreira;48992;3537107
35;Pedrinhas Paulista;3109;3537156
35;Pedro de Toledo;11507;3537206
35;Penápolis;64098;3537305
35;Pereira Barreto;25685;3537404
35;Pereiras;8875;3537503
35;Peruíbe;69697;3537602
35;Piacatu;6093;3537701
35;Piedade;55731;3537800
35;Pilar do Sul;29612;3537909
35;Pindamonhangaba;171885;3538006
35;Pindorama;17378;3538105
35;Pinhalzinho;15564;3538204
35;Piquerobi;3706;3538303
35;Piquete;13495;3538501
35;Piracaia;27617;3538600
35;Piracicaba;410275;3538709
35;Piraju;29930;3538808
35;Pirajuí;25939;3538907
35;Pirangi;11524;3539004
35;Pirapora do Bom Jesus;19453;3539103
35;Pirapozinho;27974;3539202
35;Pirassununga;77330;3539301
35;Piratininga;13890;3539400
35;Pitangueiras;40430;3539509
35;Planalto;5370;3539608
35;Platina;3606;3539707
35;Poá;119221;3539806
35;Poloni;6166;3539905
35;Pompéia;22326;3540002
35;Pongaí;3385;3540101
35;Pontal;51717;3540200
35;Pontalinda;4719;3540259
35;Pontes Gestal;2576;3540309
35;Populina;4136;3540408
35;Porangaba;10205;3540507
35;Porto Feliz;53698;3540606
35;Porto Ferreira;56848;3540705
35;Potim;25603;3540754
35;Potirendaba;17668;3540804
35;Pracinha;4327;3540853
35;Pradópolis;22239;3540903
35;Praia Grande;336454;3541000
35;Pratânia;5371;3541059
35;Presidente Alves;4067;3541109
35;Presidente Bernardes;12943;3541208
35;Presidente Epitácio;44572;3541307
35;Presidente Prudente;231953;3541406
35;Presidente Venceslau;39648;3541505
35;Promissão;41211;3541604
35;Quadra;3902;3541653
35;Quatá;14309;3541703
35;Queiroz;3513;3541802
35;Queluz;13788;3541901
35;Quintana;6736;3542008
35;Rafard;9126;3542107
35;Rancharia;29743;3542206
35;Redenção da Serra;3827;3542305
35;Regente Feijó;20523;3542404
35;Reginópolis;10047;3542503
35;Registro;56463;3542602
35;Restinga;7762;3542701
35;Ribeira;3320;3542800
35;Ribeirão Bonito;13376;3542909
35;Ribeirão Branco;15984;3543006
35;Ribeirão Corrente;4786;3543105
35;Ribeirão do Sul;4537;3543204
35;Ribeirão dos Índios;2222;3543238
35;Ribeirão Grande;7686;3543253
35;Ribeirão Pires;125238;3543303
35;Ribeirão Preto;720116;3543402
35;Rifaina;3651;3543600
35;Rincão;10824;3543709
35;Rinópolis;9940;3543808
35;Rio Claro;209548;3543907
35;Rio das Pedras;36233;3544004
35;Rio Grande da Serra;52009;3544103
35;Riolândia;12856;3544202
35;Riversul;5364;3543501
35;Rosana;15929;3544251
35;Roseira;10888;3544301
35;Rubiácea;3195;3544400
35;Rubinéia;3191;3544509
35;Sabino;5638;3544608
35;Sagres;2427;3544707
35;Sales;6481;3544806
35;Sales Oliveira;12103;3544905
35;Salesópolis;17363;3545001
35;Salmourão;5372;3545100
35;Saltinho;8498;3545159
35;Salto;120779;3545209
35;Salto de Pirapora;46285;3545308
35;Salto Grande;9396;3545407
35;Sandovalina;4405;3545506
35;Santa Adélia;15639;3545605
35;Santa Albertina;6036;3545704
35;Santa Bárbara d'Oeste;195278;3545803
35;Santa Branca;14925;3546009
35;Santa Clara d'Oeste;2111;3546108
35;Santa Cruz da Conceição;4584;3546207
35;Santa Cruz da Esperança;2166;3546256
35;Santa Cruz das Palmeiras;35102;3546306
35;Santa Cruz do Rio Pardo;48207;3546405
35;Santa Ernestina;5577;3546504
35;Santa Fé do Sul;32796;3546603
35;Santa Gertrudes;27850;3546702
35;Santa Isabel;58529;3546801
35;Santa Lúcia;8889;3546900
35;Santa Maria da Serra;6298;3547007
35;Santa Mercedes;2947;3547106
35;Santa Rita d'Oeste;2476;3547502
35;Santa Rita do Passa Quatro;27641;3547403
35;Santa Rosa de Viterbo;26960;3547601
35;Santa Salete;1558;3547650
35;Santana da Ponte Pensa;1448;3547205
35;Santana de Parnaíba;145073;3547304
35;Santo Anastácio;20855;3547700
35;Santo André;723889;3547809
35;Santo Antônio da Alegria;7024;3547908
35;Santo Antônio de Posse;23742;3548005
35;Santo Antônio do Aracanguá;8541;3548054
35;Santo Antônio do Jardim;5926;3548104
35;Santo Antônio do Pinhal;6843;3548203
35;Santo Expedito;3159;3548302
35;Santópolis do Aguapeí;4856;3548401
35;Santos;433991;3548500
35;São Bento do Sapucaí;10907;3548609
35;São Bernardo do Campo;849874;3548708
35;São Caetano do Sul;162763;3548807
35;São Carlos;256915;3548906
35;São Francisco;2813;3549003
35;São João da Boa Vista;92315;3549102
35;São João das Duas Pontes;2555;3549201
35;São João de Iracema;1942;3549250
35;São João do Pau d'Alho;2095;3549300
35;São Joaquim da Barra;52737;3549409
35;São José da Bela Vista;8991;3549508
35;São José do Barreiro;4141;3549607
35;São José do Rio Pardo;55298;3549706
35;São José do Rio Preto;469173;3549805
35;São José dos Campos;737310;3549904
35;São Lourenço da Serra;16127;3549953
35;São Luiz do Paraitinga;10693;3550001
35;São Manuel;41287;3550100
35;São Miguel Arcanjo;33071;3550209
35;São Paulo;12396372;3550308
35;São Pedro;36298;3550407
35;São Pedro do Turvo;7724;3550506
35;São Roque;93076;3550605
35;São Sebastião;91637;3550704
35;São Sebastião da Grama;12137;3550803
35;São Simão;15446;3550902
35;São Vicente;370839;3551009
35;Sarapuí;10493;3551108
35;Sarutaiá;3623;3551207
35;Sebastianópolis do Sul;3595;3551306
35;Serra Azul;15292;3551405
35;Serra Negra;29669;3551603
35;Serrana;46166;3551504
35;Sertãozinho;128432;3551702
35;Sete Barras;12731;3551801
35;Severínia;17820;3551900
35;Silveiras;6375;3552007
35;Socorro;41690;3552106
35;Sorocaba;695328;3552205
35;Sud Mennucci;7738;3552304
35;Sumaré;289875;3552403
35;Suzanápolis;4063;3552551
35;Suzano;303397;3552502
35;Tabapuã;12561;3552601
35;Tabatinga;16787;3552700
35;Taboão da Serra;297528;3552809
35;Taciba;6371;3552908
35;Taguaí;14415;3553005
35;Taiaçu;6346;3553104
35;Taiúva;5562;3553203
35;Tambaú;23255;3553302
35;Tanabi;26231;3553401
35;Tapiraí;7725;3553500
35;Tapiratiba;12940;3553609
35;Taquaral;2815;3553658
35;Taquaritinga;57547;3553708
35;Taquarituba;23292;3553807
35;Taquarivaí;5968;3553856
35;Tarabai;7609;3553906
35;Tarumã;15361;3553955
35;Tatuí;124134;3554003
35;Taubaté;320820;3554102
35;Tejupá;4452;3554201
35;Teodoro Sampaio;23395;3554300
35;Terra Roxa;9502;3554409
35;Tietê;42946;3554508
35;Timburi;2647;3554607
35;Torre de Pedra;2432;3554656
35;Torrinha;10100;3554706
35;Trabiju;1752;3554755
35;Tremembé;48228;3554805
35;Três Fronteiras;5856;3554904
35;Tuiuti;7058;3554953
35;Tupã;65615;3555000
35;Tupi Paulista;15670;3555109
35;Turiúba;2024;3555208
35;Turmalina;1667;3555307
35;Ubarana;6488;3555356
35;Ubatuba;92819;3555406
35;Ubirajara;4828;3555505
35;Uchoa;10191;3555604
35;União Paulista;1886;3555703
35;Urânia;9125;3555802
35;Uru;1142;3555901
35;Urupês;13965;3556008
35;Valentim Gentil;13732;3556107
35;Valinhos;133169;3556206
35;Valparaíso;27154;3556305
35;Vargem;10842;3556354
35;Vargem Grande do Sul;43368;3556404
35;Vargem Grande Paulista;54315;3556453
35;Várzea Paulista;124269;3556503
35;Vera Cruz;10804;3556602
35;Vinhedo;81516;3556701
35;Viradouro;19133;3556800
35;Vista Alegre do Alto;9163;3556909
35;Vitória Brasil;1852;3556958
35;Votorantim;124468;3557006
35;Votuporanga;96106;3557105
35;Zacarias;2784;3557154
41;Abatiá;7360;4100103
41;Adrianópolis;5797;4100202
41;Agudos do Sul;9567;4100301
41;Almirante Tamandaré;121420;4100400
41;Altamira do Paraná;1429;4100459
41;Alto Paraíso;2630;4128625
41;Alto Paraná;14945;4100608
41;Alto Piquiri;9722;4100707
41;Altônia;22293;4100509
41;Alvorada do Sul;11598;4100806
41;Amaporã;6405;4100905
41;Ampére;19466;4101002
41;Anahy;2774;4101051
41;Andirá;19823;4101101
41;Ângulo;2931;4101150
41;Antonina;18919;4101200
41;Antônio Olinto;7421;4101309
41;Apucarana;137438;4101408
41;Arapongas;126545;4101507
41;Arapoti;28480;4101606
41;Arapuã;2951;4101655
41;Araruna;14029;4101705
41;Araucária;148522;4101804
41;Ariranha do Ivaí;2026;4101853
41;Assaí;14792;4101903
41;Assis Chateaubriand;33306;4102000
41;Astorga;26304;4102109
41;Atalaia;3871;4102208
41;Balsa Nova;13238;4102307
41;Bandeirantes;31061;4102406
41;Barbosa Ferraz;11287;4102505
41;Barra do Jacaré;2781;4102703
41;Barracão;10347;4102604
41;Bela Vista da Caroba;3404;4102752
41;Bela Vista do Paraíso;15400;4102802
41;Bituruna;16411;4102901
41;Boa Esperança;3991;4103008
41;Boa Esperança do Iguaçu;2437;4103024
41;Boa Ventura de São Roque;6343;4103040
41;Boa Vista da Aparecida;7524;4103057
41;Bocaiúva do Sul;13308;4103107
41;Bom Jesus do Sul;3472;4103156
41;Bom Sucesso;7103;4103206
41;Bom Sucesso do Sul;3244;4103222
41;Borrazópolis;6290;4103305
41;Braganey;5338;4103354
41;Brasilândia do Sul;2521;4103370
41;Cafeara;2973;4103404
